corporation,product,description,investment_round,total_investment,revenue,employee_num,keyword
대덕바이오,대덕바이오,천연물 및 미생물 기술을 기반으로 바이오 신소재를 개발하는 기업,-,-,12.8억원,13,"제조/하드웨어, 환경/에너지소재, 화학, 제조기술, 천연자원, 기타신재생에너지"
비에스,나랑한컷,무인 셀프 사진관 브랜드 '나랑한컷'을 운영하는 기업,-,-,25.4억원,7,"콘텐츠/예술영상/비디오, 사진, 기계장비, B2B, B2C, 렌탈/대여"
메이캔,요즘것들,"대외활동, 공모전, 교육정보 제공 플랫폼 '요즘것들'을 운영하는 기업",-,-,7.2억원,7,"콘텐츠/예술, 광고/마케팅B2C, 플랫폼/마켓플레이스, 광고, WEB"
360퍼스펙티브,테라피션,헤어케어 브랜드 '테라피션'을 운영하는 기업,-,-,224.0억원,,"커머스, 뷰티/화장품이커머스, 헤어/바디, B2C, 상품판매/브랜드/하드웨어"
플래텀,플래텀,스타트업 전문 미디어 '플래텀'을 운영하는 기업,-,-,3.4억원,6,"콘텐츠/예술미디어, 뉴스, VC/ACC, B2B, B2C, 스타트업/창업자"
올더스트릿,올더스트릿,동영상 여행 답사 서비스를 제공하는 기업,-,-,"3,636.4만원",3,"콘텐츠/예술, 여행/레저영상/비디오, 여행정보, B2C, WEB, 콘텐츠"
마쥬텍,베인뷰,적외선 정맥뷰어 기기 '베인뷰'를 개발 및 제조하는 기업,-,-,3.9억원,3,"헬스케어/바이오, 제조/하드웨어바이오/의료, 의료기기, 제조기술, 하드웨어, B2B"
위피닛솔루션,픽셀,"자체 쇼핑몰 소액 조각투자 플랫폼 ""픽셀"" 개발 및 큐레이션 구매대행 이커머스 플랫폼 '콜렉'을 운영하는 기업",-,-,3.6억원,3,"커머스, 금융/보험/핀테크, AI/딥테크/블록체인이커머스, web3.0, B2B, B2C, 플랫폼/마켓플레이스"
커즈,,확장현실 콘텐츠 및 실감미디어 전시 콘텐츠를 제작하는 기업,-,-,14.2억원,10,"콘텐츠/예술, AI/딥테크/블록체인미디어, 전시, B2B, 콘텐츠, 교육/컨설팅/용역"
다온인터내셔널,에이디스,디퓨저 브랜드 '에이디스'를 운영하는 기업,-,-,4.1억원,6,"커머스, 뷰티/화장품, 홈리빙/펫이커머스, 헤어/바디, 향수, 생활용품/소품, B2C"
다정한마켓,로렌츠,친환경 농산물 반려동물 식품 브랜드 '로렌츠'를 운영하는 기업,-,-,14.5억원,6,"커머스, 푸드/농업, 홈리빙/펫이커머스, 가공식품, 사료, 펫케어/펫테크, B2C"
에스에프씨랩,쎄콩데,서브푸드 브랜드 '쎄콩데'를 운영하는 기업,-,-,11.1억원,,"커머스, 푸드/농업이커머스, 가공식품, B2C, 상품판매/브랜드/하드웨어"
엠디에이,i-Mirror,AI 기반 재활 코칭 플랫폼 'i-Mirror'를 개발하는 기업,-,-,1.1억원,8,"헬스케어/바이오, 제조/하드웨어, AI/딥테크/블록체인디지털헬스케어, 의료기기, 제조기술, 인공지능"
큐게임즈,Katalon,QA 자동화 솔루션 제공 및 게임 테스팅 플랫폼 '버그클라우드'를 개발하는 기업,-,-,19.0억원,32,"게임, 인사/비즈니스/법률진단/검사, 대전게임, 카드게임, 캐주얼게임, 프로그래밍개발"
서스테이너블랩,이든,친환경 생활용품 브랜드 '이든'을 운영하는 기업,-,-,3.0억원,,"커머스, 홈리빙/펫이커머스, 비건, 생활용품/소품, B2B, B2C"
에디션덴마크,에디션덴마크,덴마크 라이프스타일 브랜드 '에디션덴마크'를 운영하는 기업,-,-,29.0억원,22,"커머스, 푸드/농업이커머스, 음료, B2C, 상품판매/브랜드/하드웨어"
대상웰라이프,대상웰라이프,일반인 및 환자대상 영양식 브랜드 ‘뉴케어’ 등을 운영하는 기업,-,-,"3,089.4억원",,"커머스, 푸드/농업이커머스, 건강기능식품, 간편식/HMR, 상품판매/브랜드/하드웨어"
에이티소프트,이닷익스프레스,전자 점자 생성 솔루션을 개발하는 기업,-,-,10.4억원,4,"헬스케어/바이오, 통신/보안/데이터디지털헬스케어, 프로그래밍개발, 빅데이터"
디아이랩,디아이캐스트,AI 기반 기후환경분야 이상감지 및 예측 솔루션을 제공하는 기업,-,-,3.6억원,4,"환경/에너지, AI/딥테크/블록체인태양광, 데이터, 인공지능, 기타기술, B2B"
마탐,제주더렌트카,제주도 렌터카 서비스 '제주더렌터카'를 운영하는 기업,-,-,123.0억원,7,"광고/마케팅, 여행/레저, 모빌리티/교통마케팅솔루션, 렌터카, 플랫폼/마켓플레이스, 광고"
로마,로마,성중립적 디자인 기반 성인용품을 판매하는 기업,-,-,20.5억원,7,"커머스, 제조/하드웨어이커머스, 유통, 부품, 제조기술, B2C, 플랫폼/마켓플레이스"
새누,,물품 보관함 시스템 및 공간관리 솔루션을 제공하는 기업,-,-,85.9억원,25,"물류, 제조/하드웨어, 환경/에너지물류솔루션, 임대, B2B, 상품판매/브랜드/하드웨어"
투빗,,"애니메이션, 게임등의 콘텐츠를 제작 및 공급하는 기업",-,-,5.5억원,4,"콘텐츠/예술, 게임애니메이션, 아케이드, B2C, 상품판매/브랜드/하드웨어"
진짜맛있는과일,진맛과,국내 과일 유통 플랫폼 '진맛과'를 운영하는 기업,-,-,43.1억원,1,"커머스, 푸드/농업이커머스, 유통, 신선식품, 농업, B2C, 플랫폼/마켓플레이스"
수리수리,수리수리,인테리어 및 리모델링 플랫폼 '수리수리'를 운영하는 기업,-,-,130.9만원,,"커머스, 소셜미디어/커뮤니티, 홈리빙/펫이커머스, 커뮤니티, 가전, 가구, 인테리어, 생활용품/소품"
뷰티아이디,아이네일,AI 기반 개인 맞춤형 네일 플랫폼 '아이네일'을 운영하는 기업,-,-,53.9만원,6,"뷰티/화장품, AI/딥테크/블록체인뷰티테크, 제조기술, 인공지능, 하드웨어, B2C"
모어댄,컨티뉴,업사이클링 브랜드 '컨티뉴'를 운영하는 기업,-,-,-,3,"커머스, 패션, 환경/에너지이커머스, 의류, 패션잡화, 리사이클링/업사이클링"
핏블리,핏블리,온라인 PT 플랫폼 '핏블리'를 운영하는 기업,-,-,17.9억원,7,"콘텐츠/예술, 헬스케어/바이오영상/비디오, 다이어트, 홈트레이닝, PT/피트니스"
투핸즈인터랙티브,,모바일 골프 게임 '골프 페스타' 및 카드 전략 게임 '챔피언 스트라이크'를 운영하는 기업,-,-,30.4억원,15,"게임전략시뮬레이션, 3D그래픽/CG, VR/AR, B2C"
게이즈,게이즈샵,라이프스타일 제품 제조 및 이커머스 플랫폼 '게이즈샵'을 운영하는 기업,-,-,73.4억원,13,"커머스이커머스, 생활용품/소품, B2B, B2C, 플랫폼/마켓플레이스"
예스넷,,ERP 컨설팅 및 AI 데이터 변환 서비스를 제공하는 기업,-,-,-,5,"인사/비즈니스/법률, AI/딥테크/블록체인ERP/그룹웨어, 데이터, 인공지능, B2B, 교육/컨설팅/용역"
오렌지마케팅랩,소소바람,브랜딩 및 마케팅 컨설팅 서비스를 제공하는 기업,-,-,81.6억원,12,"커머스, 광고/마케팅이커머스, 마케팅솔루션, 소비자조사, B2B, B2C, 상품판매/브랜드/하드웨어"
공장공장,,"여행, 문화 관련 플랫폼 '0장0장'을 운영하는 기업",-,-,2.1억원,2,"콘텐츠/예술, 여행/레저미디어, 뉴스, 뉴스레터, 여행정보, 레저/액티비티, B2C"
위클러버,야미코딩,초등학생 대상 코딩 교육 서비스 '야미코딩' 및 크라우드 테스팅 'we-CTP' 서비스를 운영하는 기업,-,-,1.9억원,6,"교육, 통신/보안/데이터초등교육, 마케팅솔루션, 프로그래밍개발, B2B, B2C"
캐치플로우,,특정 영역에만 소리와 정보를 제공하는 지향성 스피커 '에스레이'를 개발하는 기업,-,-,12.3억원,4,"제조/하드웨어가전, B2B, 상품판매/브랜드/하드웨어, 상품/하드웨어"
포그,포그엑스알북,교통빅데이터 기반 멀티세이프티 플랫폼을 개발하는 기업,-,-,"1,329.3만원",2,"AI/딥테크/블록체인교통솔루션, 안전, 모바일기술, 인공지능, VR/AR"
케이센스,카라영,"인센스 브랜드 '카라영', 향기 솔루션 '향비로'등을 운영하는 기업",-,-,2.8억원,3,"커머스, 홈리빙/펫이커머스, 생활용품/소품, B2C, 상품판매/브랜드/하드웨어"
퀀텀비트,ADBC,지능형 모바일 광고 플랫폼 'ADBC' 및 마케팅 툴 'QTracker' 등을 제공하는 기업,-,-,45.8억원,10,"광고/마케팅, 통신/보안/데이터마케팅솔루션, 데이터, B2B, SaaS/엔터프라이즈"
파블로아트컴퍼니,아트봉봉,미술교육 플랫폼 '아트봉봉'을 운영하는 기업,-,-,2.2억원,38,"콘텐츠/예술, 교육미술, 취미교육, 유아교육, 개인화교육, B2B"
에쉬,티니타이거,한글 기반 디자인 상품 브랜드 '티니타이거'를 운영하는 기업,-,-,1.2억원,3,"커머스, 콘텐츠/예술, 패션이커머스, 디자인, 의류, 패션잡화, 하드웨어, B2C"
커버써먼,키크,기능성 패션 브랜드 '키크'를 운영하는 기업,-,-,12.7억원,,"커머스, 패션이커머스, 의류, 패션잡화, B2C, 상품판매/브랜드/하드웨어"
펫투데이,펫투데이,반려동물 산책용품 브랜드 '펫투데이'를 운영하는 기업,-,-,5.0억원,4,"커머스, 제조/하드웨어, 홈리빙/펫이커머스, 유통, 제조기술, 사료, 펫케어/펫테크"
크리스앤파트너스,,이벤트 솔루션을 제공하는 기업,-,-,18.8억원,8,"기타B2B, B2C, 용역, 교육/컨설팅/용역"
꽃을담다,꽃을담다,국내산 꽃 기반 차류 제조 및 커머스 서비스 '꽃을 담다'를 운영하는 기업,-,-,12.7억원,9,"커머스, 푸드/농업이커머스, 음료, 꽃, B2B, B2C, 상품판매/브랜드/하드웨어"
라인쓰리,매치아크,데이터 기반 영국 아마추어 축구선수 및 구단을 매칭하는 플랫폼 '매치아크'를 운영하는 기업,-,-,1.5억원,1,"피트니스/스포츠스포츠/운동, 플랫폼/마켓플레이스, 데이터/API"
해커스홀딩스,STA Wallet,"디지털 자산 및 IoT, 블록체인 솔루션을 제공하는 기업",-,-,6.0억원,2,"금융/보험/핀테크, AI/딥테크/블록체인결제/페이먼트, IoT, 보안/암호화, 프로그래밍개발"
모노플랫폼,휘슬,주정차 단속 알림 서비스 플랫폼 '휘슬'을 운영하는 기업,-,-,1.0억원,3,"소셜미디어/커뮤니티, 모빌리티/교통커뮤니티, 메세지, 주차, 교통솔루션, B2C, 플랫폼/마켓플레이스"
플랜포티,플랜40,캠핑용품 브랜드 '플랜40'를 운영하는 기업,-,-,-,5,"커머스, 여행/레저, 제조/하드웨어이커머스, 캠핑, 제조기술, B2C, 상품판매/브랜드/하드웨어"
푸미,이플루비,시니어 대상 이커머스 플랫폼 '이플루비'를 운영하는 기업,-,-,1.1억원,,"커머스이커머스, B2C, 시니어/실버, 플랫폼/마켓플레이스"
론포인트,론포인트,부동산 P2P 금융플랫폼 '론포인트'를 운영하는 기업,-,-,11.6억원,6,"금융/보험/핀테크투자, P2P, 부동산중개, 투자수익, WEB, 금융상품"
퀸라이브,쇼핑의여왕,4050 여성대상 패션 라이브커머스 플랫폼 '쇼핑의여왕'을 운영하는 기업,-,-,1.4억원,2,"커머스, 패션이커머스, 라이브커머스, 의류, 패션잡화, B2C, 여성"
알비언,,사물 및 공간 기반 AR 소셜미디어 포털 플랫폼을 개발하는 기업,-,-,-,1,"소셜미디어/커뮤니티, AI/딥테크/블록체인SNS, 블록체인기술, 빅데이터, VR/AR, B2C, 플랫폼/마켓플레이스"
테일윈드,피아노스쿨,반응형 전자악보 기반 피아노 학습 플랫폼 '피아노스쿨'을 운영하는 기업,-,-,2.4억원,4,"콘텐츠/예술, 교육음악, 취미교육, 비대면교육, B2C, 구독, 광고"
어바웃비,경매마당,부동산 경매 플랫폼 '경매마당'을 운영하는 기업,-,-,20.8만원,4,"부동산/건설프롭테크, 플랫폼/마켓플레이스"
위시홈,위시홈,인테리어 공사 견적정보 제공 서비스 '위시홈'을 운영하는 기업,-,-,10.0억원,2,"홈리빙/펫인테리어, 리모델링, B2B, B2C, 상품판매/브랜드/하드웨어"
누보,,"농업 및 골프장 관련 용품을 개발, 유통하는 기업",-,-,611.3억원,,"푸드/농업농업, B2B, 상품판매/브랜드/하드웨어, WEB, 상품/하드웨어"
텐엑스엔터테인먼트,텐엑스엔터테인먼트,연기자/가수 발굴 육성 및 음반 기획 연예 매니지먼트를 운영하는 기업,-,-,8.0억원,,"콘텐츠/예술한류/K-pop, 연예인, B2C, 상품판매/브랜드/하드웨어"
딕션,바름,음성인식기술 기반 한국어 발음교정 플랫폼 '바름'을 운영하는 기업,-,-,105.6만원,,"교육비대면교육, 개인화교육, B2C, 장애인, 구독, 교육/컨설팅/용역"
댄스팜,메시아,스포츠 의류 브랜드 '메시아'와 취미/예체능 학원 추천 플랫폼 '움직임'을 서비스하는 기업,-,-,2.7억원,,"여행/레저레저/액티비티, 캐주얼게임"
나투스핀,펫미업,반려동물 전용 택시 서비스를 제공하는 기업,-,-,1.1억원,,"홈리빙/펫펫케어/펫테크, 택시"
메탈하트,알루미늄 수입 유통,"알루미늄 필수 원재료를 수입, 구매 후 통관하여 유통하는 기업",-,-,338.8억원,,"물류직구/역직구, 유통, 자재, B2B, B2C"
에어오더,에어오더,O2O 주문관리 솔루션을 운영하는 기업,-,-,-,,"제조/하드웨어, 인사/비즈니스/법률, 통신/보안/데이터태블릿, 소상공인, 프로그래밍개발, B2B, SaaS/엔터프라이즈"
정담유통,배달삼겹돼지되지,식품 프랜차이즈 '배달삼겹돼지되지'를 운영하는 기업,-,-,11.7억원,,"푸드/농업, 인사/비즈니스/법률배달, 소상공인, 창업, B2B, B2C, 상품판매/브랜드/하드웨어"
셰빌리티,윙스테이션,전동킥보드 공유 서비스 '윙'을 운영하는 기업,-,-,"4,744.6만원",,"모빌리티/교통마이크로모빌리티, B2C, 플랫폼/마켓플레이스, 렌탈/대여"
스냅픽,스냅픽,포토그래퍼 쉐어링 플랫폼 기업,-,-,"1,049.0만원",,"콘텐츠/예술사진, 플랫폼/마켓플레이스, 공유경제/긱이코노미"
리치플래닛,굿리치,인슈어테크 기반 통합 보험관리 모바일 플랫폼 '굿리치'를 운영하는 기업,-,-,36.4억원,,"금융/보험/핀테크보험/인슈어테크, B2C, 플랫폼/마켓플레이스, APP"
케이크랩스,차카마켓,인도네시아 온라인 중고장터 ‘차카마켓’을 운영하는 기업,-,-,"4,575.1만원",,"커머스, 소셜미디어/커뮤니티이커머스, 중고, 커뮤니티, B2C, 플랫폼/마켓플레이스"
스타링크,스타그램,연예인 및 인플루언서 대상 간접광고 매칭 서비스 '스타그램'을 운영하는 기업,-,-,"8,139.2만원",,"콘텐츠/예술, 패션, 광고/마케팅유통, 한류/K-pop, 연예인, 패션잡화, 마케팅솔루션"
단희캠퍼스,인클,"40, 50대 대상 구독 경제 영상 플랫폼 '인클'을 운영하는 기업",-,-,4.0억원,4,"커머스, 콘텐츠/예술정기구독, 영상/비디오, B2C, 플랫폼/마켓플레이스"
에디켓,에디켓,실시간 원어민 영문교정 서비스 플랫폼 '에디켓' 을 운영하는 기업,-,-,-,1,"교육영어, 성인실무교육, B2C, 플랫폼/마켓플레이스"
정상라이다,,"2D,3D 라이다를 제조 및 공급하는 기업",-,-,6.7억원,2,"제조/하드웨어, 모빌리티/교통부품, 자율주행, 하드웨어, 비전센싱/영상인식/센서"
아나나스,구루사주,맞춤형 사주풀이 콘텐츠 '구루사주' 운영 기업,-,-,"8,601.7만원",,"콘텐츠/예술APP, 교육/컨설팅/용역"
얼리커뮤니케이션,픽바이,브랜드 커뮤니케이션 전문 기업,-,-,13.8억원,1,"커머스이커머스, 플랫폼/마켓플레이스"
온디맨드랩,이지하라,세탁업 통합관리 전산 솔루션 플랫폼 '이지하라'를 운영하는 기업,-,-,4.9억원,,"홈리빙/펫, 인사/비즈니스/법률세탁, 회계, B2B, 플랫폼/마켓플레이스, SaaS/엔터프라이즈"
숨케어,숨케어,천식관리 헬스케어 플랫폼 '숨케어'를 운영하는 기업,-,-,"4,848.2만원",1,"헬스케어/바이오디지털헬스케어, 바이오/의료, B2C, APP, 비대면/무인시스템/Untact"
지반,리틀홈,유아 가족 대상 나들이 정보 플랫폼 '리틀홈'을 운영하는 기업,-,-,-,2,"소셜미디어/커뮤니티, 여행/레저, 유아/출산커뮤니티, 유아교육, 여행정보, 놀이, 육아정보"
